妤	yu	primary
妥	tuo	primary
妧	wan	primary
妧	yuan	alt
妨	fang	primary
妩	wu	primary
妪	yu	primary
妫	gui	primary
妭	ba	primary
妮	ni	primary
妯	zhou	primary
妲	da	primary
妹	mei	primary
妻	qi	primary
妾	qie	primary
姆	mu	primary
姈	ling	primary
姊	zi	primary
始	shi	primary
姐	jie	primary
姑	gu	primary
姒	si	primary
姓	xing	primary
委	wei	primary
姗	shan	primary
姘	pin	primary
姚	yao	primary
姜	jiang	primary
姝	shu	primary
姞	ji	primary
姣	jiao	primary
姤	gou	primary
姥	lao	primary
姨	yi	primary
姬	ji	primary
姮	heng	primary
姱	kua	primary
姶	e	primary
姹	cha	primary
姻	yin	primary
姽	gui	primary
姿	zi	primary
娀	song	primary
威	wei	primary
娃	wa	primary
娄	lou	primary
娅	ya	primary
娆	rao	primary
娇	jiao	primary
娈	luan	primary
娉	ping	primary
娌	li	primary
娑	suo	primary
娓	wei	primary
娘	niang	primary
娜	na	primary
娜	nuo	alt
娟	juan	primary
娠	shen	primary
娣	di	primary
娥	e	primary
娩	mian	primary
娱	yu	primary
娲	wa	primary
娴	xian	primary
娵	ju	primary
娶	qu	primary
娼	chang	primary
婀	e	primary
婆	po	primary
婉	wan	primary
婊	biao	primary
婌	shu	primary
婍	qi	primary
婕	jie	primary
婘	quan	primary
婚	hun	primary
婞	xing	primary
婠	wan	primary
婢	bi	primary
婤	chou	primary
婤	zhou	alt
婧	jing	primary
婪	lan	primary
婫	kun	primary
婳	hua	primary
婴	ying	primary
婵	chan	primary
婶	shen	primary
婷	ting	primary
婺	wu	primary
婻	nan	primary
婼	chuo	primary
婼	ruo	alt
婿	xu	primary
媂	di	primary
媄	mei	primary
媆	ruan	primary
媒	mei	primary
媓	huang	primary
媖	ying	primary
媚	mei	primary
媛	yuan	primary
媞	shi	primary
媪	ao	primary
媭	xu	primary
媱	yao	primary
媲	pi	primary
媳	xi	primary
媵	ying	primary
媸	chi	primary
媾	gou	primary
嫁	jia	primary
嫂	sao	primary
嫄	yuan	primary
嫉	ji	primary
嫌	xian	primary
嫒	ai	primary
嫔	pin	primary
嫕	yi	primary
嫖	piao	primary
嫘	lei	primary
嫚	man	primary
嫜	zhang	primary
嫠	li	primary
嫡	di	primary
嫣	yan	primary
嫦	chang	primary
嫩	nen	primary
嫪	lao	primary
嫫	mo	primary
嫭	hu	primary
嫱	qiang	primary
嫽	liao	primary
嬉	xi	primary
嬖	bi	primary
嬗	shan	primary
嬛	huan	primary
嬛	xuan	alt
嬥	tiao	primary
嬬	ru	primary
嬴	ying	primary
嬷	ma	primary
嬷	mo	alt
嬿	yan	primary
孀	shuang	primary
孅	qian	primary
孅	xian	alt
子	zi	primary
孑	jie	primary
孓	jue	primary
孔	kong	primary
孕	yun	primary
孖	ma	primary
孖	zi	alt
字	zi	primary
存	cun	primary
孙	sun	primary
孚	fu	primary
孛	bei	primary
孜	zi	primary
孝	xiao	primary
孟	meng	primary
孢	bao	primary
季	ji	primary
孤	gu	primary
孥	nu	primary
学	xue	primary
孩	hai	primary
孪	luan	primary
孬	nao	primary
孰	shu	primary
孱	can	primary
孱	chan	alt
孳	zi	primary
孵	fu	primary
孺	ru	primary
孽	nie	primary
宁	ning	primary
它	ta	primary
宄	gui	primary
宅	zhai	primary
宇	yu	primary
守	shou	primary
安	an	primary
宋	song	primary
完	wan	primary
宏	hong	primary
宓	mi	primary
宓	fu	alt
宕	dang	primary
宗	zong	primary
官	guan	primary
宙	zhou	primary
定	ding	primary
宛	wan	primary
宜	yi	primary
宝	bao	primary
实	shi	primary
宠	chong	primary
审	shen	primary
客	ke	primary
宣	xuan	primary
室	shi	primary
宥	you	primary
宦	huan	primary
宧	yi	primary
宪	xian	primary
宫	gong	primary
宬	cheng	primary
宰	zai	primary
害	hai	primary
宴	yan	primary
宵	xiao	primary
家	jia	primary
宸	chen	primary
容	rong	primary
宽	kuan	primary
宾	bin	primary
宿	su	primary
宿	xiu	alt
寁	zan	primary
寂	ji	primary
寄	ji	primary
寅	yin	primary
密	mi	primary
寇	kou	primary
富	fu	primary
寐	mei	primary
寒	han	primary
寓	yu	primary
寝	qin	primary
寞	mo	primary
察	cha	primary
寡	gua	primary
寤	wu	primary
寥	liao	primary
寨	zhai	primary
寮	liao	primary
寰	huan	primary
寸	cun	primary
对	dui	primary
寺	si	primary
寻	xun	primary
导	dao	primary
寿	shou	primary
封	feng	primary
射	she	primary
将	jiang	primary
尉	wei	primary
尉	yu	alt
尊	zun	primary
小	xiao	primary
少	shao	primary
尔	er	primary
尕	ga	primary
尖	jian	primary
尘	chen	primary
尚	shang	primary
尜	ga	primary
尝	chang	primary
尢	you	primary
尢	wang	alt
尤	you	primary
尥	liao	primary
尧	yao	primary
尨	mang	primary
尪	wang	primary
尬	ga	primary
就	jiu	primary
尴	gan	primary
尸	shi	primary
尹	yin	primary
尺	chi	primary
尺	che	alt
尻	kao	primary
尼	ni	primary
尽	jin	primary
尾	wei	primary
尾	yi	alt
尿	niao	primary
尿	sui	alt
局	ju	primary
屁	pi	primary
层	ceng	primary
屃	xi	primary
居	ju	primary
屈	qu	primary
屉	ti	primary
届	jie	primary
屋	wu	primary
屎	shi	primary
屏	ping	primary
屏	bing	alt
屐	ji	primary
屑	xie	primary
展	zhan	primary
屙	e	primary
属	shu	primary
屠	tu	primary
屡	lv	primary
屣	xi	primary
履	lv	primary
屦	ju	primary
屯	tun	primary
山	shan	primary
屹	yi	primary
屺	qi	primary
屼	wu	primary
屾	shen	primary
屿	yu	primary
岁	sui	primary
岂	qi	primary
岈	ya	primary
岊	jie	primary
岌	ji	primary
岍	qian	primary
岐	qi	primary
岑	cen	primary
岔	cha	primary
岖	qu	primary
岗	gang	primary
岘	xian	primary
岙	ao	primary
岚	lan	primary
岛	dao	primary
岜	ba	primary
岞	zuo	primary
岠	ju	primary
岢	ke	primary
岣	gou	primary
岨	qu	primary
岨	ju	alt
岩	yan	primary
岫	xiu	primary
岬	jia	primary
岭	ling	primary
岱	dai	primary
岳	yue	primary
岵	hu	primary
岷	min	primary
岸	an	primary
岽	dong	primary
岿	kui	primary
峁	mao	primary
峂	tong	primary
峃	xue	primary
峄	yi	primary
峋	xun	primary
峒	dong	primary
峒	tong	alt
峗	wei	primary
峘	huan	primary
峙	zhi	primary
峙	shi	alt
峛	li	primary
峛	lie	alt
峡	xia	primary
峣	yao	primary
峤	jiao	primary
峤	qiao	alt
峥	zheng	primary
峦	luan	primary
峧	jiao	primary
峨	e	primary
峪	yu	primary
峭	qiao	primary
峰	feng	primary
峱	nao	primary
峻	jun	primary
峿	yu	primary
峿	wu	alt
崀	lang	primary
崁	kan	primary
崂	lao	primary
崃	lai	primary
崄	xian	primary
崆	kong	primary
崇	chong	primary
崌	ju	primary
崎	qi	primary
崒	zu	primary
崔	cui	primary
崖	ya	primary
崚	leng	primary
崛	jue	primary
崞	guo	primary
崟	yin	primary
崡	han	primary
崤	xiao	primary
崦	yan	primary
崧	song	primary
崩	beng	primary
崭	zhan	primary
崮	gu	primary
崴	wai	primary
崶	feng	primary
崽	zai	primary
崾	yao	primary
崿	e	primary
嵁	kan	primary
嵅	han	primary
嵇	ji	primary
嵊	sheng	primary
嵋	mei	primary
嵌	qian	primary
嵎	yu	primary
嵖	cha	primary
嵘	rong	primary
嵚	qin	primary
嵛	yu	primary
嵝	lou	primary
嵩	song	primary
嵫	zi	primary
嵬	wei	primary
嵯	cuo	primary
嵲	nie	primary
嵴	ji	primary
嶂	zhang	primary
嶅	ao	primary
嶍	xi	primary
嶒	ceng	primary
嶓	bo	primary
嶙	lin	primary
嶝	deng	primary
嶟	zun	primary
嶦	zhan	primary
嶦	shan	alt
嶲	xi	primary
嶷	yi	primary
巅	dian	primary
巇	xi	primary
巉	chan	primary
巍	wei	primary
川	chuan	primary
州	zhou	primary
巡	xun	primary
巢	chao	primary
工	gong	primary
左	zuo	primary
巧	qiao	primary
巨	ju	primary
巩	gong	primary
巫	wu	primary
差	cha	primary
差	chai	alt
差	ci	alt
巯	qiu	primary
己	ji	primary
已	yi	primary
巳	si	primary
巴	ba	primary
巷	xiang	primary
巷	hang	alt
巽	xun	primary
巾	jin	primary
币	bi	primary
市	shi	primary
布	bu	primary
帅	shuai	primary
帆	fan	primary
师	shi	primary
希	xi	primary
帏	wei	primary
帐	zhang	primary
帑	tang	primary
帔	pei	primary
帕	pa	primary
帖	tie	primary
帘	lian	primary
帙	zhi	primary
帚	zhou	primary
帛	bo	primary
帜	zhi	primary
帝	di	primary
帡	ping	primary
带	dai	primary
帧	zhen	primary
帨	shui	primary
席	xi	primary
帮	bang	primary
帱	chou	primary
帱	dao	alt
帷	wei	primary
常	chang	primary
帻	ze	primary
帼	guo	primary
帽	mao	primary
幂	mi	primary
幄	wo	primary
幅	fu	primary
幌	huang	primary
幔	man	primary
幕	mu	primary
幖	biao	primary
幛	zhang	primary
幞	fu	primary
幡	fan	primary
幢	chuang	primary
幢	zhuang	alt
幪	meng	primary
干	gan	primary
平	ping	primary
年	nian	primary
并	bing	primary
幸	xing	primary
幺	yao	primary
幻	huan	primary
幼	you	primary
幽	you	primary
广	guang	primary
庄	zhuang	primary
庆	qing	primary
庇	bi	primary
床	chuang	primary
庋	gui	primary
序	xu	primary
庐	lu	primary
庑	wu	primary
库	ku	primary
应	ying	primary
底	di	primary
庖	pao	primary
店	dian	primary
庙	miao	primary
庚	geng	primary
府	fu	primary
庞	pang	primary
废	fei	primary
庠	xiang	primary
庤	zhi	primary
庥	xiu	primary
度	du	primary
度	duo	alt
座	zuo	primary
庭	ting	primary
庱	cheng	primary
庳	bi	primary
庵	an	primary
庶	shu	primary
康	kang	primary
庸	yong	primary
庹	tuo	primary
庼	qing	primary
庾	yu	primary
廆	gui	primary
廆	wei	alt
廉	lian	primary
廊	lang	primary
廋	sou	primary
廑	jin	primary
廒	ao	primary
廓	kuo	primary
廖	liao	primary
廙	yi	primary
廛	chan	primary
廨	xie	primary
廪	lin	primary
延	yan	primary
廷	ting	primary
建	jian	primary
廿	nian	primary
开	kai	primary
弁	bian	primary
异	yi	primary
弃	qi	primary
弄	nong	primary
弄	long	alt
弆	ju	primary
弇	yan	primary
弈	yi	primary
弊	bi	primary
弋	yi	primary
式	shi	primary
弑	shi	primary
弓	gong	primary
引	yin	primary
弗	fu	primary
弘	hong	primary
弛	chi	primary
弟	di	primary
张	zhang	primary
弢	tao	primary
弥	mi	primary
弦	xian	primary
弧	hu	primary
弨	chao	primary
弩	nu	primary
弭	mi	primary
弯	wan	primary
弱	ruo	primary
弶	jiang	primary
弸	peng	primary
弹	dan	primary
弹	tan	alt
强	qiang	primary
强	jiang	alt
弼	bi	primary
彀	gou	primary
归	gui	primary
当	dang	primary
录	lu	primary
彖	tuan	primary
彗	hui	primary
彘	zhi	primary
彝	yi	primary
彟	yue	primary
形	xing	primary
彤	tong	primary
彦	yan	primary
彧	yu	primary
彩	cai	primary
彪	biao	primary
彬	bin	primary
彭	peng	primary
彰	zhang	primary
影	ying	primary
彳	chi	primary
彷	pang	primary
役	yi	primary
彻	che	primary
彼	bi	primary
往	wang	primary
征	zheng	primary
徂	cu	primary
径	jing	primary
待	dai	primary
徇	xun	primary
很	hen	primary
徉	yang	primary
徊	huai	primary
律	lv	primary
徐	xu	primary
徒	tu	primary
徕	lai	primary
得	de	primary
得	dei	alt
徘	pai	primary
徙	xi	primary
徛	ji	primary
徜	chang	primary
御	yu	primary
徨	huang	primary
循	xun	primary
徭	yao	primary
微	wei	primary
徵	zheng	primary
徵	zhi	alt
德	de	primary
徼	jiao	primary
徽	hui	primary
心	xin	primary
必	bi	primary
忆	yi	primary
忉	dao	primary
忌	ji	primary
忍	ren	primary
忏	chan	primary
忐	tan	primary
忑	te	primary
忒	te	primary
忒	tui	alt
忖	cun	primary
志	zhi	primary
忘	wang	primary
忙	mang	primary
忝	tian	primary
忞	min	primary
忠	zhong	primary
忡	chong	primary
忤	wu	primary
忧	you	primary
忪	song	primary
快	kuai	primary
忭	bian	primary
忮	zhi	primary
忱	chen	primary
忳	tun	primary
念	nian	primary
忸	niu	primary
忺	xian	primary
忻	xin	primary
忽	hu	primary
忾	kai	primary
忿	fen	primary
怀	huai	primary
态	tai	primary
怂	song	primary
怃	wu	primary
怄	ou	primary
怅	chang	primary
怆	chuang	primary
怊	chao	primary
怍	zuo	primary
怎	zen	primary
怏	yang	primary
怒	nu	primary
怔	zheng	primary
怕	pa	primary
怖	bu	primary
怙	hu	primary
怛	da	primary
怜	lian	primary
思	si	primary
怠	dai	primary
怡	yi	primary
急	ji	primary
怦	peng	primary
性	xing	primary
怨	yuan	primary
怩	ni	primary
怪	guai	primary
怫	fu	primary
怯	qie	primary
怵	chu	primary
总	zong	primary
怼	dui	primary
怿	yi	primary
恁	nen	primary
恂	xun	primary
恃	shi	primary
恋	lian	primary
恍	huang	primary
恐	kong	primary
恒	heng	primary
恓	xi	primary
恔	jiao	primary
恕	shu	primary
恙	yang	primary
恚	hui	primary
恝	jia	primary
恢	hui	primary
恣	zi	primary
恤	xu	primary
恧	nv	primary
恨	hen	primary
恩	en	primary
恪	ke	primary
恫	dong	primary
恬	tian	primary
恭	gong	primary
息	xi	primary
恰	qia	primary
恳	ken	primary
恶	e	primary
恶	wu	alt
恸	tong	primary
恹	yan	primary
恺	kai	primary
恻	ce	primary
恼	nao	primary
恽	yun	primary
恿	yong	primary
悃	kun	primary
悄	qiao	primary
悆	yu	primary
悈	jie	primary
悉	xi	primary
悌	ti	primary
悍	han	primary
悒	yi	primary
悔	hui	primary
悖	bei	primary
悚	song	primary
悛	quan	primary
悝	kui	primary
悟	wu	primary
悠	you	primary
悢	liang	primary
患	huan	primary
悦	yue	primary
您	nin	primary
悫	que	primary
悬	xuan	primary
悭	qian	primary
悯	min	primary
悰	cong	primary
悱	fei	primary
悲	bei	primary
悴	cui	primary
悸	ji	primary
悻	xing	primary
悼	dao	primary
情	qing	primary
惆	chou	primary
惇	dun	primary
惊	jing	primary
惋	wan	primary
惎	ji	primary
惑	huo	primary
惔	tan	primary
惕	ti	primary
惘	wang	primary
惙	chuo	primary
惚	hu	primary
惛	hun	primary
惜	xi	primary
惝	chang	primary
惟	wei	primary
惠	hui	primary
惦	dian	primary
惧	ju	primary
惨	can	primary
惩	cheng	primary
惫	bei	primary
惬	qie	primary
惭	can	primary
惮	dan	primary
惯	guan	primary
惰	duo	primary
想	xiang	primary
惴	zhui	primary
惶	huang	primary
惹	re	primary
惺	xing	primary
愀	qiao	primary
愁	chou	primary
愃	xuan	primary
愆	qian	primary
愈	yu	primary
愉	yu	primary
愍	min	primary
愎	bi	primary
意	yi	primary
愐	mian	primary
愔	yin	primary
愕	e	primary
愚	yu	primary
感	gan	primary
愠	yun	primary
愣	leng	primary
愤	fen	primary
愦	kui	primary
愧	kui	primary
愫	su	primary
愭	qi	primary
愿	yuan	primary
慆	tao	primary
慈	ci	primary
慊	qian	primary
慊	qie	alt
慌	huang	primary
慎	shen	primary
慑	she	primary
慕	mu	primary
慝	te	primary
慢	man	primary
慥	zao	primary
慧	hui	primary
慨	kai	primary
慬	qin	primary
慭	yin	primary
慰	wei	primary
慵	yong	primary
慷	kang	primary
憋	bie	primary
憎	zeng	primary
憔	qiao	primary
憕	cheng	primary
憙	xi	primary
憧	chong	primary
憨	han	primary
憩	qi	primary
憬	jing	primary
憭	liao	primary
憷	chu	primary
憺	dan	primary
憾	han	primary
懂	dong	primary
懈	xie	primary
懊	ao	primary
懋	mao	primary
懑	men	primary
懒	lan	primary
懔	lin	primary
懦	nuo	primary
懵	meng	primary
懿	yi	primary
戆	gang	primary
戆	zhuang	alt
戈	ge	primary
戊	wu	primary
戋	jian	primary
戌	xu	primary
戌	qu	alt
戍	shu	primary
戎	rong	primary
戏	xi	primary
成	cheng	primary
我	wo	primary
戒	jie	primary
戕	qiang	primary
或	huo	primary
戗	qiang	primary
战	zhan	primary
戚	qi	primary
戛	jia	primary
戛	ga	alt
戟	ji	primary
戡	kan	primary
戢	ji	primary
戣	kui	primary
戤	gai	primary
戥	deng	primary
截	jie	primary
戬	jian	primary
戭	yan	primary
戮	lu	primary
戳	chuo	primary
戴	dai	primary
户	hu	primary
戽	hu	primary
戾	li	primary
房	fang	primary
所	suo	primary
扁	bian	primary
扁	pian	alt
扂	dian	primary
扃	jiong	primary
扅	yi	primary
扆	yi	primary
扇	shan	primary
扈	hu	primary
扉	fei	primary
扊	yan	primary
手	shou	primary
才	cai	primary
扎	zha	primary
扎	za	alt
扑	pu	primary
扒	ba	primary
扒	pa	alt
打	da	primary
扔	reng	primary
托	tuo	primary
扛	kang	primary
扛	gang	alt
扞	gan	primary
扞	han	alt
扣	kou	primary
扦	qian	primary
执	zhi	primary
扩	kuo	primary
扪	men	primary
扫	sao	primary
扬	yang	primary
扭	niu	primary
扮	ban	primary
扯	che	primary
扰	rao	primary
扳	ban	primary
扶	fu	primary
批	pi	primary
扺	zhi	primary
扼	e	primary
扽	den	primary
找	zhao	primary
承	cheng	primary
技	ji	primary
抃	bian	primary
抄	chao	primary
抉	jue	primary
把	ba	primary
抑	yi	primary
抒	shu	primary
抓	zhua	primary
抔	pou	primary
投	tou	primary
抖	dou	primary
抗	kang	primary
折	zhe	primary
折	she	alt
抚	fu	primary
抛	pao	primary
抟	tuan	primary
抠	kou	primary
抡	lun	primary
抢	qiang	primary
护	hu	primary
报	bao	primary
抨	peng	primary
披	pi	primary
抬	tai	primary
抱	bao	primary
抵	di	primary
抹	mo	primary
抹	ma	alt
抻	chen	primary
押	ya	primary
抽	chou	primary
抿	min	primary
拂	fu	primary
拃	zha	primary
拄	zhu	primary
担	dan	primary
拆	chai	primary
拇	mu	primary
拈	nian	primary
拉	la	primary
拊	fu	primary
拌	ban	primary
拍	pai	primary
拎	lin	primary
拐	guai	primary
拒	ju	primary
拓	tuo	primary
拓	ta	alt
拔	ba	primary
拖	tuo	primary
拗	ao	primary
拗	niu	alt
拘	ju	primary
拙	zhuo	primary
招	zhao	primary
拜	bai	primary
拟	ni	primary
拢	long	primary
拣	jian	primary
拤	qia	primary
拥	yong	primary
拦	lan	primary
拧	ning	primary
拨	bo	primary
择	ze	primary
择	zhai	alt
括	kuo	primary
拭	shi	primary
拮	jie	primary
拯	zheng	primary
拱	gong	primary
拳	quan	primary
拴	shuan	primary
拶	za	primary
拶	zan	alt
拷	kao	primary
拼	pin	primary
拽	zhuai	primary
拾	shi	primary
拾	she	alt
拿	na	primary
持	chi	primary
挂	gua	primary
指	zhi	primary
挈	qie	primary
按	an	primary
挎	kua	primary
挑	tiao	primary
挓	zha	primary
挖	wa	primary
挚	zhi	primary
挛	luan	primary
挝	wo	primary
挞	ta	primary
挟	xie	primary
挠	nao	primary
挡	dang	primary
挣	zheng	primary
挤	ji	primary
挥	hui	primary
挦	xian	primary
挨	ai	primary
挪	nuo	primary
挫	cuo	primary
振	zhen	primary
挲	sa	primary
挲	suo	alt
挹	yi	primary
挺	ting	primary
挽	wan	primary
捂	wu	primary
捃	jun	primary
捅	tong	primary
捆	kun	primary
捉	zhuo	primary
捋	lv	primary
捋	luo	alt
捌	ba	primary
捍	han	primary
捎	shao	primary
捏	nie	primary
捐	juan	primary
捕	bu	primary
捞	lao	primary
损	sun	primary
捡	jian	primary
换	huan	primary
捣	dao	primary
捧	peng	primary
捩	lie	primary
捭	bai	primary
据	ju	primary
捯	dao	primary
捶	chui	primary
捷	jie	primary
捺	na	primary
捻	nian	primary
捽	zuo	primary
掀	xian	primary
掂	dian	primary
掇	duo	primary
授	shou	primary
掉	diao	primary
掊	pou	primary
掌	zhang	primary
掎	ji	primary
掏	tao	primary
掐	qia	primary
排	pai	primary
掖	ye	primary
掘	jue	primary
掞	shan	primary
掞	yan	alt
掠	lve	primary
探	tan	primary
掣	che	primary
接	jie	primary
控	kong	primary
推	tui	primary
掩	yan	primary
措	cuo	primary
掬	ju	primary
掭	tian	primary
掮	qian	primary
掰	bai	primary
掳	lu	primary
掴	guai	primary
掷	zhi	primary
掸	dan	primary
掺	can	primary
掺	chan	alt
掼	guan	primary
掾	yuan	primary
揄	yu	primary
揆	kui	primary
揉	rou	primary
揍	zou	primary
描	miao	primary
提	ti	primary
提	di	alt
插	cha	primary
揕	zhen	primary
揖	yi	primary
揠	ya	primary
握	wo	primary
揣	chuai	primary
揩	kai	primary
揪	jiu	primary
揭	jie	primary
揳	xie	primary
援	yuan	primary
揶	ye	primary
揸	zha	primary
揽	lan	primary
揿	qin	primary
搀	chan	primary
搁	ge	primary
搂	lou	primary
搅	jiao	primary
搋	chuai	primary
搌	zhan	primary
搏	bo	primary
搐	chu	primary
搒	bang	primary
搒	peng	alt
搓	cuo	primary
搔	sao	primary
搛	jian	primary
搜	sou	primary
搞	gao	primary
搠	shuo	primary
搡	sang	primary
搦	nuo	primary
搪	tang	primary
搬	ban	primary
搭	da	primary
搴	qian	primary
携	xie	primary
搽	cha	primary
摁	en	primary
摄	she	primary
摅	shu	primary
摆	bai	primary
摇	yao	primary
摈	bin	primary
摊	tan	primary
摏	chong	primary
摒	bing	primary
摔	shuai	primary
摘	zhai	primary
摛	chi	primary
摞	luo	primary
摧	cui	primary
摩	mo	primary
摩	ma	alt
摭	zhi	primary
摴	chu	primary
摸	mo	primary
摹	mo	primary
摽	biao	primary
撂	liao	primary
撄	ying	primary
撅	jue	primary
撇	pie	primary
撑	cheng	primary
撒	sa	primary
撕	si	primary
撖	han	primary
撙	zun	primary
撞	zhuang	primary
撤	che	primary
撩	liao	primary
撬	qiao	primary
播	bo	primary
撮	cuo	primary
撮	zuo	alt
撰	zhuan	primary
撵	nian	primary
撷	xie	primary
撸	lu	primary
撺	cuan	primary
撼	han	primary
擀	gan	primary
擂	lei	primary
擅	shan	primary
操	cao	primary
擎	qing	primary
擐	huan	primary
擒	qin	primary
擘	bai	primary
擘	bo	alt
擞	sou	primary
擢	zhuo	primary
擤	xing	primary
擦	ca	primary
擿	ti	primary
攀	pan	primary
攉	huo	primary
攒	zan	primary
攒	cuan	alt
攘	rang	primary
攥	zuan	primary
攫	jue	primary
攮	nang	primary
支	zhi	primary
收	shou	primary
攸	you	primary
改	gai	primary
攻	gong	primary
攽	ban	primary
放	fang	primary
政	zheng	primary
故	gu	primary
效	xiao	primary
敉	mi	primary
敌	di	primary
敏	min	primary
救	jiu	primary
敔	yu	primary
敕	chi	primary
敖	ao	primary
教	jiao	primary
敛	lian	primary
敝	bi	primary
敞	chang	primary
敢	gan	primary
散	san	primary
敦	dun	primary
敩	xiao	primary
敫	jiao	primary
敬	jing	primary
数	shu	primary
数	shuo	alt
敲	qiao	primary
整	zheng	primary
敷	fu	primary
文	wen	primary
斋	zhai	primary
斌	bin	primary
斐	fei	primary
斑	ban	primary
斓	lan	primary
斗	dou	primary
料	liao	primary
斛	hu	primary
斜	xie	primary
斝	jia	primary
斟	zhen	primary
斠	jiao	primary
斡	wo	primary
斤	jin	primary
斥	chi	primary
斧	fu	primary
斩	zhan	primary
斫	zhuo	primary
断	duan	primary
斯	si	primary
新	xin	primary
斶	chu	primary
方	fang	primary
於	yu	primary
施	shi	primary
旁	pang	primary
旃	zhan	primary
旄	mao	primary
旅	lv	primary
旆	pei	primary
旋	xuan	primary
旌	jing	primary
旎	ni	primary
族	zu	primary
旐	zhao	primary
旒	liu	primary
旖	yi	primary
旗	qi	primary
旞	sui	primary
无	wu	primary
无	mo	alt
既	ji	primary
日	ri	primary
旦	dan	primary
旧	jiu	primary
旨	zhi	primary
早	zao	primary
旬	xun	primary
旭	xu	primary
旮	ga	primary
旯	la	primary
旰	gan	primary
旱	han	primary
旴	xu	primary
旵	chan	primary
时	shi	primary
旷	kuang	primary
旸	yang	primary
旺	wang	primary
旻	min	primary
旿	wu	primary
昀	yun	primary
昂	ang	primary
昃	ze	primary
昄	ban	primary
昆	kun	primary
昇	sheng	primary
昈	hu	primary
昉	fang	primary
昊	hao	primary
昌	chang	primary
明	ming	primary
昏	hun	primary
昒	hu	primary
易	yi	primary
昔	xi	primary
昕	xin	primary
昙	tan	primary
昝	zan	primary
星	xing	primary
映	ying	primary
昡	xuan	primary
昣	zhen	primary
昤	ling	primary
春	chun	primary
昧	mei	primary
昨	zuo	primary
昪	bian	primary
昫	xu	primary
昭	zhao	primary
是	shi	primary
昱	yu	primary
昳	die	primary
昴	mao	primary
昵	ni	primary
昶	chang	primary
昺	bing	primary
昼	zhou	primary
昽	long	primary
显	xian	primary
晁	chao	primary
晃	huang	primary
晅	xuan	primary
晊	zhi	primary
晋	jin	primary
晌	shang	primary
晏	yan	primary
晐	gai	primary
晒	shai	primary
晓	xiao	primary
晔	ye	primary
晕	yun	primary
晖	hui	primary
晗	han	primary
晙	jun	primary
晚	wan	primary
晞	xi	primary
晟	cheng	primary
晡	bu	primary
晢	zhe	primary
晤	wu	primary
晦	hui	primary
晨	chen	primary
晪	tian	primary
晫	zhuo	primary
普	pu	primary
景	jing	primary
晰	xi	primary
晱	shan	primary
晴	qing	primary
晶	jing	primary
晷	gui	primary
智	zhi	primary
晾	liang	primary
暂	zan	primary
暄	xuan	primary
暅	geng	primary
暇	xia	primary
暌	kui	primary
暑	shu	primary
暕	jian	primary
暖	nuan	primary
暗	an	primary
暝	ming	primary
暧	ai	primary
暨	ji	primary
暮	mu	primary
暲	zhang	primary
暴	bao	primary
暵	han	primary
暶	xuan	primary
暹	xian	primary
暾	tun	primary
暿	xi	primary
曈	tong	primary
曌	zhao	primary
曙	shu	primary
曛	xun	primary
曜	yao	primary
曝	pu	primary
曝	bao	alt
曦	xi	primary
曩	nang	primary
曰	yue	primary
曲	qu	primary
曳	ye	primary
更	geng	primary
曷	he	primary
曹	cao	primary
曼	man	primary
曾	ceng	primary
曾	zeng	alt
替	ti	primary
最	zui	primary
月	yue	primary
有	you	primary
朋	peng	primary
服	fu	primary
朏	fei	primary
朐	qu	primary
朓	tiao	primary
朔	shuo	primary
朕	zhen	primary
朗	lang	primary
望	wang	primary
朝	chao	primary
朝	zhao	alt
期	qi	primary
期	ji	alt
朦	meng	primary
木	mu	primary
未	wei	primary
末	mo	primary
本	ben	primary
札	zha	primary
术	shu	primary
术	zhu	alt
朱	zhu	primary
朳	ba	primary
朴	pu	primary
朴	piao	alt
朴	po	alt
朵	duo	primary
朸	li	primary
机	ji	primary
朽	xiu	primary
杀	sha	primary
杂	za	primary
权	quan	primary
杄	qian	primary
杆	gan	primary
杈	cha	primary
杉	shan	primary
杉	sha	alt
杌	wu	primary
李	li	primary
杏	xing	primary
材	cai	primary
村	cun	primary
杓	biao	primary
杕	di	primary
杖	zhang	primary
杙	yi	primary
杜	du	primary
杞	qi	primary
束	shu	primary
杠	gang	primary
条	tiao	primary
来	lai	primary
杧	mang	primary
杨	yang	primary
杩	ma	primary
杪	miao	primary
杭	hang	primary
杯	bei	primary
杰	jie	primary
杲	gao	primary
杳	yao	primary
杵	chu	primary
杷	pa	primary
杻	chou	primary
杻	niu	alt
杼	zhu	primary
松	song	primary
板	ban	primary
极	ji	primary
构	gou	primary
枅	ji	primary
枇	pi	primary
枉	wang	primary
枋	fang	primary
枍	yi	primary
析	xi	primary
枕	zhen	primary
林	lin	primary
枘	rui	primary
枚	mei	primary
果	guo	primary
枝	zhi	primary
枞	cong	primary
枞	zong	alt
枢	shu	primary
枣	zao	primary
枥	li	primary
枧	jian	primary
枨	cheng	primary
枪	qiang	primary
枫	feng	primary
枭	xiao	primary
枯	ku	primary
枰	ping	primary
枲	xi	primary
枳	zhi	primary
枵	xiao	primary
架	jia	primary
枷	jia	primary
枸	gou	primary
枸	ju	alt
枹	bao	primary
柁	duo	primary
柁	tuo	alt
柃	ling	primary
柄	bing	primary
柈	ban	primary
柊	zhong	primary
柏	bai	primary
柏	bo	alt
